point;polygon
(-123.20633409762695, 49.263508482285026);((-123.2064658671846, 49.26334344293371), (-123.2062143252364, 49.26333947550622), (-123.20620266045428, 49.26367367746178), (-123.20645353058008, 49.26367763712044), (-123.20646586755991, 49.26334353288515), (-123.2064658671846, 49.26334344293371))
(-123.20651284440896, 49.264055454125014);((-123.20642214265429, 49.2638962768536), (-123.20642214302949, 49.26389636680506), (-123.20641110126935, 49.26421156975048), (-123.20660354129569, 49.26421464398044), (-123.2066035405446, 49.26421446407755), (-123.20661458254423, 49.263899611926156), (-123.20661458141755, 49.26389934207181), (-123.20642214265429, 49.2638962768536))
(-123.20658512942919, 49.26351251782826);((-123.2064658671846, 49.26334344293371), (-123.20646586755991, 49.26334353288515), (-123.20645353058008, 49.26367763712044), (-123.20670438699976, 49.26368159625892), (-123.20671672266255, 49.26334758195079), (-123.20671672191104, 49.26334740204787), (-123.2064658671846, 49.26334344293371))
(-123.20670527698796, 49.26405853449529);((-123.20661458141755, 49.26389934207181), (-123.20661458254423, 49.263899611926156), (-123.2066035405446, 49.26421446407755), (-123.20660354129569, 49.26421464398044), (-123.20679596763786, 49.26421772690957), (-123.20680702027883, 49.263902424959774), (-123.20661458141755, 49.26389934207181))
(-123.20683633146942, 49.26351649675102);((-123.20671672191104, 49.26334740204787), (-123.20671672266255, 49.26334758195079), (-123.20670438699976, 49.26368159625892), (-123.2069559310616, 49.26368564357318), (-123.20695592993306, 49.26368537371883), (-123.20696826502741, 49.26335162924069), (-123.2069682638988, 49.26335135938634), (-123.20671672191104, 49.26334740204787))
(-123.20728258669406, 49.26406764503019);((-123.20719189761839, 49.26390848183231), (-123.20718084742856, 49.264223783815325), (-123.20737328720698, 49.26422677580679), (-123.20737328645309, 49.26422659590392), (-123.20738433726443, 49.26391173466635), (-123.20738433651047, 49.26391155476346), (-123.20719189761839, 49.26390848183231))
(-123.20743150691659, 49.263525917273334);((-123.2072809737006, 49.263356384830175), (-123.20728097407736, 49.26335647478163), (-123.20726862843898, 49.26369048017391), (-123.20758202760167, 49.26369549457179), (-123.20759437037118, 49.263361309246235), (-123.2072809737006, 49.263356384830175))
(-123.2076403287214, 49.26407328493463);((-123.20757677508591, 49.26391454641777), (-123.20756574109193, 49.2642298484093), (-123.20770388553014, 49.26423202886114), (-123.20770388477501, 49.264231848958254), (-123.2077149186443, 49.26391672685771), (-123.20757677508591, 49.26391454641777))
(-123.20776430500462, 49.263531451352236);((-123.20773594887854, 49.26336357344092), (-123.20773594963373, 49.263363753343825), (-123.2077236067248, 49.263697677823885), (-123.20779302200549, 49.263698812334916), (-123.20779302162777, 49.263698722383474), (-123.20780467612782, 49.263364628224934), (-123.20773594887854, 49.26336357344092))
(-123.2076403287214, 49.26407328493463);((-123.20757677508591, 49.26391454641777), (-123.20756574109193, 49.2642298484093), (-123.20770388553014, 49.26423202886114), (-123.20770388477501, 49.264231848958254), (-123.2077149186443, 49.26391672685771), (-123.20757677508591, 49.26391454641777))
(-123.20777847273685, 49.26407546799647);((-123.2077149186443, 49.26391672685771), (-123.20770388477501, 49.264231848958254), (-123.20770388553014, 49.26423202886114), (-123.20784202997997, 49.26423420914776), (-123.2078530625922, 49.26391899708387), (-123.20785306221438, 49.26391890713244), (-123.2077149186443, 49.26391672685771))
(-123.20807463026252, 49.263535894247475);((-123.20801154538024, 49.263367854060405), (-123.20799990602075, 49.263701948213026), (-123.20799990639883, 49.26370203816447), (-123.20813736215331, 49.26370421933733), (-123.2081496881867, 49.263370213885636), (-123.20814968743001, 49.263370033982746), (-123.20801154538024, 49.263367854060405))
(-123.20807463026252, 49.263535894247475);((-123.20801154538024, 49.263367854060405), (-123.20799990602075, 49.263701948213026), (-123.20799990639883, 49.26370203816447), (-123.20813736215331, 49.26370421933733), (-123.2081496881867, 49.263370213885636), (-123.20814968743001, 49.263370033982746), (-123.20801154538024, 49.263367854060405))
(-123.20833104750683, 49.264084190498764);((-123.20826749303235, 49.26392545596069), (-123.20825646339947, 49.26424074901655), (-123.20839460789594, 49.264242928642425), (-123.20839460713833, 49.264242748739555), (-123.20840563664906, 49.26392763557469), (-123.20826749303235, 49.26392545596069))
(-123.20890260928113, 49.26354911815376);((-123.20883969688595, 49.26338093238364), (-123.20883969764513, 49.26338111228653), (-123.2088273763046, 49.263715126800086), (-123.2089655193567, 49.263717305745494), (-123.20897783900558, 49.26338311131572), (-123.20883969688595, 49.26338093238364))
(-123.20945516530699, 49.26355767519716);((-123.2093922501675, 49.263389287339976), (-123.2093922513093, 49.263389557194294), (-123.20937994820225, 49.26372375163921), (-123.20937994896343, 49.26372393154209), (-123.2095180916815, 49.26372601987533), (-123.20951809053899, 49.263725750021024), (-123.20953039271356, 49.26339155556278), (-123.20953039233271, 49.26339146561133), (-123.2093922501675, 49.263389287339976))
(-123.20980457775354, 49.264107071484624);((-123.20969497610872, 49.26394761086729), (-123.20968394186022, 49.264262913066), (-123.2099141828549, 49.26426653384401), (-123.20992521567526, 49.26395124062064), (-123.20969497610872, 49.26394761086729))
(-123.21000773983388, 49.26356633570797);((-123.20994481889818, 49.263397999434304), (-123.20993252100921, 49.263732544743114), (-123.21007066381075, 49.263734641410764), (-123.21008296225554, 49.263400446899226), (-123.21008296110995, 49.26340017704493), (-123.20994481889818, 49.263397999434304))
(-123.21028402926854, 49.26357067441342);((-123.21022111707782, 49.26340235446536), (-123.21022111745992, 49.2634024444168), (-123.21020880620316, 49.263736638966655), (-123.21020880696736, 49.26373681886951), (-123.21034695013562, 49.26373899616309), (-123.21035925931285, 49.26340453174561), (-123.21022111707782, 49.26340235446536))
(-123.21039502992824, 49.26357240091186);((-123.21035925931285, 49.26340453174561), (-123.21034695013562, 49.26373899616309), (-123.21043079808503, 49.26374028271738), (-123.21044310784339, 49.2634060881461), (-123.21044310669585, 49.2634058182918), (-123.21035925931285, 49.26340453174561))
(-123.21060240499848, 49.263575708441344);((-123.21044310669585, 49.2634058182918), (-123.21044310784339, 49.2634060881461), (-123.21043079808503, 49.26374028271738), (-123.21076206655525, 49.26374543584766), (-123.2107736861261, 49.26341107159038), (-123.21044310669585, 49.2634058182918))
(-123.21060240499848, 49.263575708441344);((-123.21044310669585, 49.2634058182918), (-123.21044310784339, 49.2634060881461), (-123.21043079808503, 49.26374028271738), (-123.21076206655525, 49.26374543584766), (-123.2107736861261, 49.26341107159038), (-123.21044310669585, 49.2634058182918))
(-123.21083694634989, 49.26357933933037);((-123.2107736861261, 49.26341107159038), (-123.21076206655525, 49.26374543584766), (-123.21090020976979, 49.26374761247967), (-123.21090020938644, 49.263747522528234), (-123.21091182879104, 49.26341333816132), (-123.21091182840766, 49.26341324820988), (-123.2107736861261, 49.26341107159038))
(-123.21125136913706, 49.26358586577583);((-123.21118811300573, 49.263417600953346), (-123.21117649623376, 49.26375196524813), (-123.21131462573864, 49.26375414140973), (-123.21131462497041, 49.26375396150688), (-123.2113262553222, 49.26341977707732), (-123.21118811300573, 49.263417600953346))
(-123.04561990405746, 49.26896729399652);((-123.04443625145072, 49.2685923129094), (-123.04442384489029, 49.26933396257223), (-123.04680741522684, 49.26933929121627), (-123.04681838949195, 49.26860347975737), (-123.04443625145072, 49.2685923129094))
(-123.04561990405746, 49.26896729399652);((-123.04443625145072, 49.2685923129094), (-123.04442384489029, 49.26933396257223), (-123.04680741522684, 49.26933929121627), (-123.04681838949195, 49.26860347975737), (-123.04443625145072, 49.2685923129094))
(-123.04561990405746, 49.26896729399652);((-123.04443625145072, 49.2685923129094), (-123.04442384489029, 49.26933396257223), (-123.04680741522684, 49.26933929121627), (-123.04681838949195, 49.26860347975737), (-123.04443625145072, 49.2685923129094))
(-123.04561990405746, 49.26896729399652);((-123.04443625145072, 49.2685923129094), (-123.04442384489029, 49.26933396257223), (-123.04680741522684, 49.26933929121627), (-123.04681838949195, 49.26860347975737), (-123.04443625145072, 49.2685923129094))
(-123.04561990405746, 49.26896729399652);((-123.04443625145072, 49.2685923129094), (-123.04442384489029, 49.26933396257223), (-123.04680741522684, 49.26933929121627), (-123.04681838949195, 49.26860347975737), (-123.04443625145072, 49.2685923129094))
(-123.04561990405746, 49.26896729399652);((-123.04443625145072, 49.2685923129094), (-123.04442384489029, 49.26933396257223), (-123.04680741522684, 49.26933929121627), (-123.04681838949195, 49.26860347975737), (-123.04443625145072, 49.2685923129094))
(-123.04561990405746, 49.26896729399652);((-123.04443625145072, 49.2685923129094), (-123.04442384489029, 49.26933396257223), (-123.04680741522684, 49.26933929121627), (-123.04681838949195, 49.26860347975737), (-123.04443625145072, 49.2685923129094))
(-123.04561990405746, 49.26896729399652);((-123.04443625145072, 49.2685923129094), (-123.04442384489029, 49.26933396257223), (-123.04680741522684, 49.26933929121627), (-123.04681838949195, 49.26860347975737), (-123.04443625145072, 49.2685923129094))
(-123.04561990405746, 49.26896729399652);((-123.04443625145072, 49.2685923129094), (-123.04442384489029, 49.26933396257223), (-123.04680741522684, 49.26933929121627), (-123.04681838949195, 49.26860347975737), (-123.04443625145072, 49.2685923129094))
(-123.04561990405746, 49.26896729399652);((-123.04443625145072, 49.2685923129094), (-123.04442384489029, 49.26933396257223), (-123.04680741522684, 49.26933929121627), (-123.04681838949195, 49.26860347975737), (-123.04443625145072, 49.2685923129094))
(-123.04561990405746, 49.26896729399652);((-123.04443625145072, 49.2685923129094), (-123.04442384489029, 49.26933396257223), (-123.04680741522684, 49.26933929121627), (-123.04681838949195, 49.26860347975737), (-123.04443625145072, 49.2685923129094))
(-123.0446663221675, 49.269948714005785);((-123.04491375068687, 49.270247621965815), (-123.04492317499708, 49.26965083214365), (-123.04441905568858, 49.269649353936884), (-123.04440955736484, 49.270247034270106), (-123.04491375068687, 49.270247621965815))
(-123.04393214628537, 49.269786653816226);((-123.04386329067118, 49.269646858700675), (-123.04386010209271, 49.26992661045768), (-123.04400030163039, 49.269926907966266), (-123.0440048777997, 49.26964716467209), (-123.04386329067118, 49.269646858700675))
(-123.04393214628537, 49.269786653816226);((-123.04386329067118, 49.269646858700675), (-123.04386010209271, 49.26992661045768), (-123.04400030163039, 49.269926907966266), (-123.0440048777997, 49.26964716467209), (-123.04386329067118, 49.269646858700675))
(-123.04376496894339, 49.26882014935544);((-123.0440183972707, 49.26877417581585), (-123.0435129679863, 49.26877347673757), (-123.04351153739873, 49.26886612779441), (-123.0440169676296, 49.26886682687866), (-123.0440183972707, 49.26877417581585))
(-123.04376578490803, 49.2687278385459);((-123.04401970439281, 49.268682874077626), (-123.04351453602884, 49.26868082562747), (-123.0435129679863, 49.26877347673757), (-123.0440183972707, 49.26877417581585), (-123.04401970439281, 49.268682874077626))
(-123.04376783663297, 49.268635523668706);((-123.04401970439281, 49.268682874077626), (-123.04402113402372, 49.26859022301183), (-123.04351596660564, 49.268588174567626), (-123.04351453602884, 49.26868082562747), (-123.04401970439281, 49.268682874077626))
(-123.04469463928339, 49.26818305051023);((-123.04494974521317, 49.26795466067005), (-123.04444715448255, 49.26795235443432), (-123.04443925052006, 49.268411373379486), (-123.04494240947236, 49.26841365244325), (-123.04494974521317, 49.26795466067005))
(-123.04377519191183, 49.268225106944264);((-123.04402571555512, 49.26840946279375), (-123.0440318768009, 49.26804218655778), (-123.04352465363891, 49.2680407506087), (-123.04351852988191, 49.26840804479362), (-123.04402571555512, 49.26840946279375))
(-123.04377519191183, 49.268225106944264);((-123.04402571555512, 49.26840946279375), (-123.0440318768009, 49.26804218655778), (-123.04352465363891, 49.2680407506087), (-123.04351852988191, 49.26840804479362), (-123.04402571555512, 49.26840946279375))
(-123.03172855149596, 49.20641696717661);((-123.03234947685891, 49.2061049587252), (-123.03119763731154, 49.206011562603436), (-123.03115170225651, 49.20603500774217), (-123.03102627790841, 49.20669427957565), (-123.03106201921743, 49.206724413196284), (-123.03229780525425, 49.206826404707876), (-123.03243416125554, 49.20611403821415), (-123.0324130360057, 49.206111357440065), (-123.03239187782535, 49.206108950339306), (-123.0323706902597, 49.20610681731522), (-123.03234947685891, 49.2061049587252))
(-123.02996060208376, 49.206272312821156);((-123.03073353666105, 49.20667008853799), (-123.03085888274826, 49.20601126680549), (-123.03082311465315, 49.20598118709721), (-123.0291937356871, 49.20584903776569), (-123.02905733230455, 49.20655874686423), (-123.03068761447204, 49.20669347951425), (-123.03073353666105, 49.20667008853799))
(-123.03168089123031, 49.20565704882444);((-123.0322061321937, 49.20552870625329), (-123.03131374041314, 49.205402711661414), (-123.03126796920992, 49.20542376405602), (-123.03119751422848, 49.20579410139877), (-123.03123328241564, 49.205824180992074), (-123.03208594159413, 49.20589332798621), (-123.0322061321937, 49.20552870625329))
(-123.03278523236202, 49.20580884208038);((-123.03344148657546, 49.20570310678537), (-123.0322061321937, 49.20552870625329), (-123.03208594159413, 49.20589332798621), (-123.0323848705504, 49.20591755884102), (-123.03240911994267, 49.20591939181593), (-123.03243334235839, 49.20592155223261), (-123.03245753337625, 49.205924039696704), (-123.03248168858072, 49.20592685375419), (-123.0325058035628, 49.205929993891424), (-123.03252987392084, 49.20593345953524), (-123.03255389526129, 49.205937250053054), (-123.0325778631996, 49.205941364753), (-123.03260177336095, 49.20594580288403), (-123.03262562138106, 49.20595056363606), (-123.03264940290698, 49.205955646140104), (-123.03267311359792, 49.20596104946848), (-123.03269674912603, 49.205966772634916), (-123.03272030517714, 49.20597281459479), (-123.0327437774516, 49.20597917424525), (-123.03276716166509, 49.2059858504255), (-123.0327904535493, 49.20599284191694), (-123.03281364885282, 49.206000147443426), (-123.03283674334186, 49.206007765671494), (-123.03285973280101, 49.20601569521061), (-123.03288261303406, 49.206023934613405), (-123.03290537986472, 49.20603248237595), (-123.0329280291374, 49.20604133693806), (-123.03295055671796, 49.206050496683496), (-123.0329729584945, 49.20605995994036), (-123.03299523037805, 49.206069724981354), (-123.03301736830339, 49.20607979002406), (-123.0330393682297, 49.20609015323135), (-123.03306122614137, 49.206100812711625), (-123.03308293804874, 49.20611176651924), (-123.03310449998875, 49.20612301265482), (-123.03312590802577, 49.20613454906562), (-123.03318794834776, 49.206135160926955), (-123.03325255898001, 49.20609936806055), (-123.03326020072403, 49.206095380600836), (-123.03326764928724, 49.206091042975615), (-123.03327488863539, 49.20608636452235), (-123.03328190318456, 49.20608135531219), (-123.03328867783478, 49.206076026128294), (-123.03329519800246, 49.20607038844262), (-123.0333014496519, 49.206064454391225), (-123.03330741932534, 49.206058236748135), (-123.03331309417207, 49.20605174889788), (-123.03331846197607, 49.20604500480661), (-123.0333235111822, 49.20603801899214), (-123.03332823092123, 49.20603080649257), (-123.03333261103313, 49.206023382834026), (-123.033336642089, 49.20601576399716), (-123.03334031541128, 49.206007966382785), (-123.03334362309256, 49.20600000677657), (-123.03344148657546, 49.20570310678537))
